datum,varunummer,namn,typ,fran,till
2026-08-22,7042501,Villa Antinori Bianco,ny,,Ordervaror
2026-08-22,7024101,Clotilde Davenne Saint Bris Sauvignon,ny,,Ordervaror
2026-08-22,7469401,Abbazia di Novacella Kerner Valle Isarco,ny,,Ordervaror
2026-08-22,7621802,Graševina IBPB,ny,,Ordervaror
2026-08-22,7868601,Pazo de La Cuesta La Pastoriza,ny,,Ordervaror
2026-08-22,7475001,Creation Reserve Chardonnay Creation Wines,ny,,Ordervaror
2026-08-22,7995601,Dürkheimer Steinberg Riesling Kabinett Trocken,ny,,Ordervaror
2026-08-22,7332401,Christian Bellang & Fils Savigny-les-Beaune Blanc,ny,,Ordervaror
2026-08-22,7461801,QM Alvarinho Vinhas Velhas,ny,,Ordervaror
2026-08-22,7478701,QM Alvarinho,ny,,Ordervaror
2026-08-22,7713401,Nuiton-Beaunoy Bourgogne Hautes Côtes de Beaune Grande Cuvée,ny,,Ordervaror
2026-08-22,7943401,Nuiton-Beaunoy Bourgogne Chardonnay Réserve,ny,,Ordervaror
2026-08-22,7566801,Promara,ny,,Ordervaror
2026-08-22,7095501,The Florita Riesling Cellar Release,ny,,Ordervaror
2026-08-22,7962701,Chateau de Crezancy Sancerre,ny,,Ordervaror
2026-08-22,7199501,Les Lézardes Rostaing,ny,,Ordervaror
2026-08-22,7772701,Mulderbosch Chardonnay,ny,,Ordervaror
2026-08-22,7523501,Parcela Única,ny,,Ordervaror
2026-08-22,7786201,Weingut Jülg Chardonnay,ny,,Ordervaror
2026-08-22,7441901,No T'ho Diré,ny,,Ordervaror
2026-08-22,7986701,No T'ho Diré,ny,,Ordervaror
2026-08-22,7963801,D'Sempre,ny,,Ordervaror
2026-08-22,7192501,Vinhos Borges Quinta De Simaens Vinho Verde,ny,,Ordervaror
2026-08-22,7184301,Jülg Vom Kalk Riesling,ny,,Ordervaror
2026-08-22,7906701,Jülg Dörrenbacher Springberg Riesling Erste Lage,ny,,Ordervaror
2026-08-22,7951901,Jülg Sonnenberg Riesling Grosse Lage,ny,,Ordervaror
2026-08-22,8252801,Jülg Schweigen Riesling,ny,,Ordervaror
2026-08-22,7025501,Marchesi di Barolo Moscato d´Asti Zagara,ny,,Ordervaror
2026-08-22,7551801,Valentina Andrei Completer,ny,,Ordervaror
2026-08-22,7200801,Château Beaumont Les Pierrières,ny,,Ordervaror
2026-08-22,7225201,L'Esprit de Chevalier Blanc,ny,,Ordervaror
2026-08-22,7150701,R. Dubois Nuits-Saint-Georges Blanc,ny,,Ordervaror
2026-08-22,7617001,Ponte Da Barca Bodegas Chaves,ny,,Ordervaror
2026-08-22,7276601,Trevenezie Chardonnay,ny,,Ordervaror
2026-08-22,7547001,Seckinger Ruppertsberg Reiterpfad Riesling,ny,,Ordervaror
2026-08-22,7693101,Martin Müllen Trarbacher Hühnerberg Riesling Spätlese Trocken,ny,,Ordervaror
2026-08-22,7113601,Les Vignes du Prêcheur Domaine Weinbach,ny,,Ordervaror
2026-08-22,7609601,Christian Binner Saveurs,ny,,Ordervaror
2026-08-22,7323301,Christian Binner Bombisch Rose,ny,,Ordervaror
2026-08-22,7646801,Clarendelle Blanc,ny,,Ordervaror
2026-08-22,9393101,El Enemigo Chardonnay,ny,,Ordervaror
2026-08-22,7219101,Barbadillo Alba Balbaina,ny,,Ordervaror
2026-08-22,7922501,Invincible White Number 2,ny,,Ordervaror
2026-08-22,7900001,Saint-Aubin Premier Cru Derriére Chez Edouard Haut Hubert Lamy,ny,,Ordervaror
2026-08-22,7575201,Saint-Aubin Premier Cru Derrière Chez Edouard Haut Domaine Hubert Lamy,ny,,Ordervaror
2026-08-22,7503501,Chablis Premier Cru L'Homme Mort Le Domaine d'Henri,ny,,Ordervaror
2026-08-22,7989401,Ladoix Premier Cru Hautes Mourottes,ny,,Ordervaror
2026-08-22,7476901,Meursault Chartron et Trébuchet,ny,,Ordervaror
2026-08-22,7866901,Chablis Vieilles Vignes Domaine de la Motte,ny,,Ordervaror
2026-08-22,7741801,Riesel Mosling QBA Mosel Trocken,ny,,Ordervaror
2026-08-22,7506101,Marco Turco Supernova,ny,,Ordervaror
2026-08-22,7450901,Les Legendes R Bordeaux Blanc,ny,,Ordervaror
2026-08-22,7558301,Frissons Bourgogne Chardonnay,ny,,Ordervaror
2026-08-22,7907801,Dry Riesling Weingut Knipser,ny,,Ordervaror
2026-08-22,7999301,Chassagne-Montrachet Premier Cru Clos Saint Jean Domaine Guy Amiot & Fils,ny,,Ordervaror
2026-08-22,7863501,Cave de Lugny Mâcon-Lugny Saint Pierre,ny,,Ordervaror
2026-08-22,7886701,Suertes del Marqués Vidonia V.P.,ny,,Ordervaror
2026-08-22,7688901,Weingut Daniel Fries Estate Riesling,ny,,Ordervaror
2026-08-22,7817601,Juwel Weine Frühmesse Riesling Dry,ny,,Ordervaror
2026-08-22,7141301,Würzburger Silvaner Trocken,ny,,Ordervaror
2026-08-22,556901,Saint-Aubin Vieilles Vignes Domaine Roux,ny,,Ordervaror
2026-08-22,7522501,Chateau Ste Michelle Riesling,ny,,Ordervaror
2026-08-22,7060201,Dão Rótulo Branco Niepoort Vinhos,ny,,Ordervaror
2026-08-22,7491201,Failla Olivet Ranch Savagnin,ny,,Ordervaror
2026-08-22,7032401,Château Couhins Les Demoiselles de Couhins,ny,,Ordervaror
2026-08-22,7580901,Quinta do Tamariz Alvarinho Reserva,ny,,Ordervaror
2026-08-22,7181201,Herdade do Sobroso Reserva,ny,,Ordervaror
2026-08-22,7218101,Monasterio de las viñas Macabeo,ny,,Ordervaror
2026-08-22,7298301,Corton-Charlemagne Grand Cru Domaine Bonneau du Martray,ny,,Ordervaror
2026-08-22,7252301,Azienda Livon Collio Valbuins Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7262501,Bodega Malvajio Malavia Chardonnay,ny,,Ordervaror
2026-08-22,7277301,Bodega Malvajio Malapipa,ny,,Ordervaror
2026-08-22,7203201,il Maiolo Campo di Ponte,ny,,Ordervaror
2026-08-22,7492401,Domaine Laroche Chablis Premier Cru Les Vaudevey,ny,,Ordervaror
2026-08-22,7233201,Alice Vieira de Sousa Branco,ny,,Ordervaror
2026-08-22,7242701,Isola Augusta Ribolla Gialla Venezia Giulia,ny,,Ordervaror
2026-08-22,7184201,Domaine de la Commanderie Élegance,ny,,Ordervaror
2026-08-22,7654201,Bodega Malvajio Canibal Chardonnay,ny,,Ordervaror
2026-08-22,7047701,Orlando Abrigo Tres Plus Bianco,ny,,Ordervaror
2026-08-22,7296301,Secrets de Mar White Terra Alta,ny,,Ordervaror
2026-08-22,7296701,Beaumont Family Wines Chenin Blanc,ny,,Ordervaror
2026-08-22,7239601,La Source Chardonnay,ny,,Ordervaror
2026-08-22,7252101,Ken Forrester Old Vine Reserve Chenin Blanc,ny,,Ordervaror
2026-08-22,7490801,Koarl Thaller Welschriesling,ny,,Ordervaror
2026-08-22,7355101,Stadt Krems Steinterrassen Riesling,ny,,Ordervaror
2026-08-22,7211601,As Sortes Rafael Palacios,ny,,Ordervaror
2026-08-22,7216201,Fruitière Vinicole d' Arbois Blanc Tradition,ny,,Ordervaror
2026-08-22,5057101,Palacio de Bornos Verdejo fermentado,ny,,Ordervaror
2026-08-22,7499901,Domäne Wachau Grüner Veltliner Smaragd Achleiten,ny,,Ordervaror
2026-08-22,7491001,Domäne Wachau Grüner Veltliner Terrassen Federspiel,ny,,Ordervaror
2026-08-22,7490301,Domäne Wachau Riesling Terrassen Federspiel,ny,,Ordervaror
2026-08-22,7501801,Aulente Bianco,ny,,Ordervaror
2026-08-22,5170801,Laroche Chardonnay Réserve,ny,,Ordervaror
2026-08-22,5418601,Trebbiano Spoletino,ny,,Ordervaror
2026-08-22,5634401,Henri Bourgeois Petit Bourgeois Sauvignon Blanc,ny,,Ordervaror
2026-08-22,5490401,Sul Vulcano Etna Bianco,ny,,Ordervaror
2026-08-22,5491102,Kabir Moscato di Pantelleria,ny,,Ordervaror
2026-08-22,5497101,Chateau Buffavent Beaujolais Blanc Vieilles Vignes,ny,,Ordervaror
2026-08-22,5496901,Kruger Rumpf Abtei 1937,ny,,Ordervaror
2026-08-22,5500801,Clos de la George Chardonnay Grand Cru,ny,,Ordervaror
2026-08-22,5500701,Dolina Riesling Riesling,ny,,Ordervaror
2026-08-22,5504401,Moschopolis Aióra White,ny,,Ordervaror
2026-08-22,5510902,Sancerre Les Messieurs,ny,,Ordervaror
2026-08-22,5511201,Aurente Chardonnay,ny,,Ordervaror
2026-08-22,202901,Waldschütz Kamptal Grüner Veltliner,ny,,Ordervaror
2026-08-22,267701,Fruitière Vinicole d' Arbois Love Chardonnay Reserve,ny,,Ordervaror
2026-08-22,5534401,Laetitia Estate Chardonnay,ny,,Ordervaror
2026-08-22,5540801,Rånäs Slott Ricossa Roero Arneis,ny,,Ordervaror
2026-08-22,5546201,Domaine Foret Cuvée Maxence Savagnin,ny,,Ordervaror
2026-08-22,5547402,Domaine Foret Secret d’Origine Savagnin Ouillé,ny,,Ordervaror
2026-08-22,5554001,No T'ho Diré,ny,,Ordervaror
2026-08-22,5568901,Alma de Blanco,ny,,Ordervaror
2026-08-22,5576701,DFR Feteasca Alba,ny,,Ordervaror
2026-08-22,5576401,DFR Sauvignon Blanc,ny,,Ordervaror
2026-08-22,5583701,Prat D'Hores Blanc de Sanui,ny,,Ordervaror
2026-08-22,5588301,Minuty Prestige Blanc,ny,,Ordervaror
2026-08-22,5598201,Francis Ford Coppola Director's Cut Chardonnay,ny,,Ordervaror
2026-08-22,5603101,Château Bonnet Réserve Blanc,ny,,Ordervaror
2026-08-22,5605201,Ermes Spoleto,ny,,Ordervaror
2026-08-22,5605301,Idilliaco Sicilia,ny,,Ordervaror
2026-08-22,5609501,La Source Chardonnay,ny,,Ordervaror
2026-08-22,5609201,Vallado Prima Branco,ny,,Ordervaror
2026-08-22,5611101,Château de Reignac Blanc,ny,,Ordervaror
2026-08-22,7403901,Nostos Muscat of Spina,ny,,Ordervaror
2026-08-22,5892001,LLuerna Els Vinyerons,ny,,Ordervaror
2026-08-22,5894201,Empire Strikes Back,ny,,Ordervaror
2026-08-22,5906901,Meerlust Chardonnay,ny,,Ordervaror
2026-08-22,5907801,Taylors Pass Single Vineyard Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7410301,Dr Loosen Erdener Treppchen Riesling Kabinett,ny,,Ordervaror
2026-08-22,5919701,Sartarelli Classico,ny,,Ordervaror
2026-08-22,5132302,Carl Jan Söt Bordeaux,ny,,Ordervaror
2026-08-22,5188802,Tre Filer Cà dei Frati,ny,,Ordervaror
2026-08-22,5378501,Baia's Wine Krakhuna,ny,,Ordervaror
2026-08-22,5119201,Misha's Dress Circle Pinot Gris,ny,,Ordervaror
2026-08-22,5149501,Te Whare Ra Chardonnay,ny,,Ordervaror
2026-08-22,2007101,Elara Treixadura & Godello,ny,,Ordervaror
2026-08-22,5188301,Château Doisy-Daëne Bordeaux Blanc,ny,,Ordervaror
2026-08-22,5237601,Georgian Sun Rkatsiteli Mtsvane,ny,,Ordervaror
2026-08-22,7875401,Veiga da Princesa Albarino,ny,,Ordervaror
2026-08-22,5314702,Château d'Yquem,ny,,Ordervaror
2026-08-22,7201501,Joillot Bourgogne Hautes-Côtes de Beaune blanc,ny,,Ordervaror
2026-08-22,7490401,Mildiani Tvishi,ny,,Ordervaror
2026-08-22,7252701,Rossj-Bass Gaja,ny,,Ordervaror
2026-08-22,7655901,Quintaluna,ny,,Ordervaror
2026-08-22,7181101,O Gran Mein Blanco,ny,,Ordervaror
2026-08-22,289702,Korrell Beerenauslese,ny,,Ordervaror
2026-08-22,7056101,KWV The Mentors Chenin Blanc,ny,,Ordervaror
2026-08-22,7170701,Dorrance Wines Kama,ny,,Ordervaror
2026-08-22,7271601,Oscar Haussmann Dry Riesling,ny,,Ordervaror
2026-08-22,7275101,Oscar Haussmann Riesling Semi Sweet,ny,,Ordervaror
2026-08-22,7251801,Odesos Riesling,ny,,Ordervaror
2026-08-22,234601,Amare,ny,,Ordervaror
2026-08-22,7042701,Spier Seaward Chardonnay,ny,,Ordervaror
2026-08-22,7301109,Fem Hektar Blandlåda vita viner Priorat,ny,,Ordervaror
2026-08-22,7037301,JP Martin De Mai Chardonnay,ny,,Ordervaror
2026-08-22,7074101,Berg Roseneck Riesling Bischöfliches,ny,,Ordervaror
2026-08-22,7143501,Domaine des Beaumonts Chablis,ny,,Ordervaror
2026-08-22,7135501,Domaine des Beaumonts Petit Chablis,ny,,Ordervaror
2026-08-22,7151001,Rall Grenache Blanc,ny,,Ordervaror
2026-08-22,7232401,Celler Marfil Ivori La Finka,ny,,Ordervaror
2026-08-22,7261801,Celler Marfil Nura Blanc,ny,,Ordervaror
2026-08-22,7279801,Spier Spier 21 Gables Chenin Blanc,ny,,Ordervaror
2026-08-22,7283701,Elodie Roy Maranges En Buliet,ny,,Ordervaror
2026-08-22,7399901,Langmeil Chardonnay,ny,,Ordervaror
2026-08-22,7009801,Paul Cluver Village Chardonnay,ny,,Ordervaror
2026-08-22,7004901,Lismore Chardonnay,ny,,Ordervaror
2026-08-22,7626601,Chablis 1er Cru La Forêt Domaine Pinson,ny,,Ordervaror
2026-08-22,7655001,Peter Lehmann Layers White,ny,,Ordervaror
2026-08-22,7315501,Mandrarossa Grillo,ny,,Ordervaror
2026-08-22,7951401,Alvear 3 Miradas Sierra de Montilla Calidad Superior,ny,,Ordervaror
2026-08-22,7981801,Sierra Cantabria Organza,ny,,Ordervaror
2026-08-22,418401,Sauvignon Blanc de Lurton,ny,,Ordervaror
2026-08-22,7198801,Chablis Grand Cru Moutonne Albert Bichot,ny,,Ordervaror
2026-08-22,7940201,Camera Bianco,ny,,Ordervaror
2026-08-22,7316901,Avincis Cramposie Selectionata,ny,,Ordervaror
2026-08-22,7145401,34 Centuries Assyrtiko,ny,,Ordervaror
2026-08-22,7350201,tio tio Côtes Catalanes Blanc,ny,,Ordervaror
2026-08-22,7240501,Mega Spileo III Cuvée White,ny,,Ordervaror
2026-08-22,8101301,Hill & Dale Chardonnay,ny,,Ordervaror
2026-08-22,7158001,Riesling Trentino,ny,,Ordervaror
2026-08-22,7988701,Villa Bianchi Verdicchio Classico,ny,,Ordervaror
2026-08-22,7321001,No 12 Paco & Lola,ny,,Ordervaror
2026-08-22,7997401,Ramón Bilbao Verdejo,ny,,Ordervaror
2026-08-22,7932701,Vette di San Leonardo Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7656801,Tommasi Bosco del Gal Bianco di Custoza,ny,,Ordervaror
2026-08-22,7307801,Piemonte Chardonnay Pier Giorgio Savigliano,ny,,Ordervaror
2026-08-22,7564301,Franz Haas Lepus Pinot Bianco,ny,,Ordervaror
2026-08-22,7209601,Pazo de San Mauro Albariño,ny,,Ordervaror
2026-08-22,8554701,Tommasi Le Volpare Soave,ny,,Ordervaror
2026-08-22,8918601,Alamos Chardonnay,ny,,Ordervaror
2026-08-22,8076201,Marcel Cabelier Macvin du Jura,ny,,Ordervaror
2026-08-22,9947101,Cervaro della Sala Marchesi Antinori,ny,,Ordervaror
2026-08-22,7502601,Kahurangi Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7041601,Kahurangi Dry Riesling,ny,,Ordervaror
2026-08-22,7726302,Terreno Vin Santo del Chianti,ny,,Ordervaror
2026-08-22,7954801,Pousio Selection Branco,ny,,Ordervaror
2026-08-22,7676101,Jim Barry Watervale Riesling,ny,,Ordervaror
2026-08-22,524901,Arthur Metz Gewurztraminer,ny,,Ordervaror
2026-08-22,7860201,Schloss Neuweier Riesling Gutswein,ny,,Ordervaror
2026-08-22,7058701,Temjanika Aristokrat,ny,,Ordervaror
2026-08-22,9223701,Coto de Gomariz,ny,,Ordervaror
2026-08-22,8832501,Château de Chamirey Mercurey Premier Cru La Mission Monopole,ny,,Ordervaror
2026-08-22,8274701,Spioenkop Riesling,ny,,Ordervaror
2026-08-22,8416201,Cune Monopole Blanco Seco,ny,,Ordervaror
2026-08-22,5002701,Diel Nahesteiner Riesling,ny,,Ordervaror
2026-08-22,5007401,Clos de la George Premier Grand Cru,ny,,Ordervaror
2026-08-22,5006901,Diel Burg Layer Hölle Riesling Erste Lage,ny,,Ordervaror
2026-08-22,5012701,In Exelsis Signature,ny,,Ordervaror
2026-08-22,5014601,Tenute Lunelli Pietragrande,ny,,Ordervaror
2026-08-22,5018601,Vial Pinot Bianco,ny,,Ordervaror
2026-08-22,5018701,Saleit Chardonnay,ny,,Ordervaror
2026-08-22,5017401,Pichon Condrieu,ny,,Ordervaror
2026-08-22,5018001,Bouchard Finlayson Sauvignon Blanc,ny,,Ordervaror
2026-08-22,5022001,Paulina's Reserve Semillon,ny,,Ordervaror
2026-08-22,5024901,Lat 42 Albarino,ny,,Ordervaror
2026-08-22,5021504,Faustino VII Blanco,ny,,Ordervaror
2026-08-22,5027801,Mount Riley Sauvignon Blanc,ny,,Ordervaror
2026-08-22,5031701,Markus Molitor Haus Klosterberg Riesling,ny,,Ordervaror
2026-08-22,5041001,Riesling Schlossberg Grand Cru Domaine Trapet,ny,,Ordervaror
2026-08-22,5042901,Tailles de Pinot Coteaux Champenois,ny,,Ordervaror
2026-08-22,5043201,Les Choisilles François Chidaine,ny,,Ordervaror
2026-08-22,5043501,Baudoin François Chidaine,ny,,Ordervaror
2026-08-22,5043601,Les Bournais François Chidaine,ny,,Ordervaror
2026-08-22,5044001,Clos Habert François Chidaine,ny,,Ordervaror
2026-08-22,5044101,Bouchet François Chidaine,ny,,Ordervaror
2026-08-22,5047101,Kalmoesfontein White Blend Badenhorst Family Wines,ny,,Ordervaror
2026-08-22,5059301,Weingut Frank Grün Veltliner Weinviertel DAC,ny,,Ordervaror
2026-08-22,5059401,Weingut Frank Riesling Herrnbaumgarten,ny,,Ordervaror
2026-08-22,7118901,Domaine Delhome Loess,ny,,Ordervaror
2026-08-22,7480101,Gröhl Blanc de Noir Trocken,ny,,Ordervaror
2026-08-22,7519701,Blanco De La Casa,ny,,Ordervaror
2026-08-22,1243401,Lambrusco dell'Emilia Bianco,ny,,Ordervaror
2026-08-22,7146701,Chablis Domaine Alain Geoffroy,ny,,Ordervaror
2026-08-22,7579201,Dourthe No 1 Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7292601,Dopff au Moulin Riesling Cuvée Europe,ny,,Ordervaror
2026-08-22,1292002,Lenz Moser Trockenbeerenauslese,ny,,Ordervaror
2026-08-22,412702,Jurançon Chateau de Rousse,ny,,Ordervaror
2026-08-22,583001,Schömehl Riesling QbA trocken,ny,,Ordervaror
2026-08-22,7414401,Rongopai Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7906401,Von Winning Sauvignon Blanc 2 Trocken,ny,,Ordervaror
2026-08-22,7001201,Prüm Blue Riesling Trocken,ny,,Ordervaror
2026-08-22,7341701,Ferra Soave Classico,ny,,Ordervaror
2026-08-22,7565501,Langhe Arneis Cordero di Montezemolo,ny,,Ordervaror
2026-08-22,5055001,Iura Blanco Atavus Priorat,ny,,Ordervaror
2026-08-22,5671401,Agaliu L’Olivera,ny,,Ordervaror
2026-08-22,5875601,Vedrenyes Gritelles,ny,,Ordervaror
2026-08-22,5138601,Vi de Vila Blanc Porrera,ny,,Ordervaror
2026-08-22,7572001,Delas Frères Vin de Pays d'Oc Viognier,ny,,Ordervaror
2026-08-22,7572402,Trimbach Gewurztraminer Vendange Tardive,ny,,Ordervaror
2026-08-22,5492001,D. Pedro de Soutomaior Albariño Adegas Galegas,ny,,Ordervaror
2026-08-22,5558401,The Butcher Chardonnay,ny,,Ordervaror
2026-08-22,5561101,Raats Old Vine Chenin Blanc,ny,,Ordervaror
2026-08-22,5784301,Domaine Sant'Armettu Burghese Blanc,ny,,Ordervaror
2026-08-22,7579001,Chablis 1er Cru Montmains J M Brocard,ny,,Ordervaror
2026-08-22,9335401,Sancerre Mosaïque Calcaire Domaine Claude Riffault,ny,,Ordervaror
2026-08-22,5721701,Nicoleo Di Giovanni Bulgari,ny,,Ordervaror
2026-08-22,5709601,Roeri Arneis Sito dei Fossili,ny,,Ordervaror
2026-08-22,7005001,Hugel Riesling Classic,ny,,Ordervaror
2026-08-22,7418401,Abdyika Chenin Blanc,ny,,Ordervaror
2026-08-22,3379101,Sandhammarens Briljant,ny,,Ordervaror
2026-08-22,7195901,Schug Carneros Chardonnay,ny,,Ordervaror
2026-08-22,8261801,Terrazas de los Andes Chardonnay,ny,,Ordervaror
2026-08-22,7569401,Finca Las Moras Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7569802,Saint Clair Vicar's Choice Barrel Fermented chardonnay,ny,,Ordervaror
2026-08-22,7775401,Stefan Meyer Grauer Burgunder Trocken,ny,,Ordervaror
2026-08-22,7234601,Michel Baudet Blanc Prestige,ny,,Ordervaror
2026-08-22,7439601,Cadia Chardonnay,ny,,Ordervaror
2026-08-22,7311401,Barbaran Grapariol Frizzante,ny,,Ordervaror
2026-08-22,7806801,Soalheiro ALLO,ny,,Ordervaror
2026-08-22,7675001,Grand Ardèche Chardonnay Louis Latour,ny,,Ordervaror
2026-08-22,7474501,Les Sorts Blanc,ny,,Ordervaror
2026-08-22,7661201,Raats Original Unwooded Chenin Blanc,ny,,Ordervaror
2026-08-22,7606401,Pete's Pure Sauvignon Blanc,ny,,Ordervaror
2026-08-22,602101,Domäne Wachau Riesling Smaragd Ried Loibenberg,ny,,Ordervaror
2026-08-22,7370201,Kloof Street Chenin Blanc,ny,,Ordervaror
2026-08-22,7174601,Rainer Sauer Riesling Trocken Gutswein,ny,,Ordervaror
2026-08-22,7554901,Muros Antigos Loureiro,ny,,Ordervaror
2026-08-22,7128001,Von Winning Sauvignon Blanc 500,ny,,Ordervaror
2026-08-22,7018701,Klein Constantia Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7024301,Eroica Riesling,ny,,Ordervaror
2026-08-22,7398201,Chablis Grand Cru Château Grenouille,ny,,Ordervaror
2026-08-22,7559101,Philipp Kuhn Riesling Tradition,ny,,Ordervaror
2026-08-22,7126701,Philipp Kuhn Riesling Kirschgarten GG,ny,,Ordervaror
2026-08-22,7021101,Gran Clos Priorat Blanco,ny,,Ordervaror
2026-08-22,7665901,Nederburg The Anchorman Chenin Blanc,ny,,Ordervaror
2026-08-22,7545001,Santiago Ruiz Albarinho,ny,,Ordervaror
2026-08-22,7684301,Chocalán Malvilla Sauvignon Blanc,ny,,Ordervaror
2026-08-22,274802,Disznókö Tokaji Late Harvest,ny,,Ordervaror
2026-08-22,7220801,Vivanco Blanco Rioja,ny,,Ordervaror
2026-08-22,7689001,Riesling Grand Cru Steingrubler,ny,,Ordervaror
2026-08-22,7404601,Mia Blanco,ny,,Ordervaror
2026-08-22,7149001,Stepp Riesling Pfalz,ny,,Ordervaror
2026-08-22,7231202,Paulita Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7269701,Jean-Claude Boisset Marsannay Blanc,ny,,Ordervaror
2026-08-22,7332901,Rickety Bridge Chardonnay,ny,,Ordervaror
2026-08-22,7808501,Château Ksara Blanc de Blancs,ny,,Ordervaror
2026-08-22,7417101,Trimbach Gewurztraminer Cuvée des Seigneurs de Ribeaupierre,ny,,Ordervaror
2026-08-22,7528001,Joel Delaunay Le Grand Ballon Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7159701,Philipp Kuhn Chardonnay vom Kalkmergel,ny,,Ordervaror
2026-08-22,8551901,Trimbach Pinot Gris Réserve,ny,,Ordervaror
2026-08-22,7052001,Le Versant Chardonnay,ny,,Ordervaror
2026-08-22,8215601,Trimbach Gewurztraminer,ny,,Ordervaror
2026-08-22,7662502,Stepp Scheurebe Beerenauslese,ny,,Ordervaror
2026-08-22,640601,Tahbilk Marsanne,ny,,Ordervaror
2026-08-22,7840901,Château Favray Pouilly Fumé,ny,,Ordervaror
2026-08-22,7098104,Ohh Paul Sapin Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7850801,Friuli Colli Orientali Friulani,ny,,Ordervaror
2026-08-22,7850901,Friuli Colli Orientali Sauvignon,ny,,Ordervaror
2026-08-22,7851301,Friuli Colli Orientali Ribolla Gialla,ny,,Ordervaror
2026-08-22,7851501,Friuli Colli Orientali Pinot Grigio,ny,,Ordervaror
2026-08-22,7853201,S A Prüm Bernkasteler Lay Riesling GG,ny,,Ordervaror
2026-08-22,7061101,L.A. Cetto Chardonnay,ny,,Ordervaror
2026-08-22,7881601,Tinpot Hut Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7847802,Elogio alla Lentezza,ny,,Ordervaror
2026-08-22,7444301,Skouras Moscofilero,ny,,Ordervaror
2026-08-22,7253801,Pazo Pondal Godello,ny,,Ordervaror
2026-08-22,7060601,Menetou-Salon,ny,,Ordervaror
2026-08-22,7893201,Vinosìa Greco di Tufo L'Ariella,ny,,Ordervaror
2026-08-22,7893301,Vinosìa Fiano d'Avellino Le Grade,ny,,Ordervaror
2026-08-22,7894901,Sancerre Domaine La Croix St-Laurent,ny,,Ordervaror
2026-08-22,7664002,Moscato d'Asti Gianni Doglia,ny,,Ordervaror
2026-08-22,7039301,Langhe Favorita,ny,,Ordervaror
2026-08-22,7456901,Terras Gauda O Rosal,ny,,Ordervaror
2026-08-22,7194801,Au Bon Climat Hildegard,ny,,Ordervaror
2026-08-22,7962201,Melanie Pfister Macération Pinot Gris,ny,,Ordervaror
2026-08-22,7823901,Meursault Domaine Paul Chavy,ny,,Ordervaror
2026-08-22,7911501,Boekenhoutskloof Goldmine,ny,,Ordervaror
2026-08-22,7557601,Saint-Aubin,ny,,Ordervaror
2026-08-22,7565401,Terres de Phileandré Bourgogne Aligoté,ny,,Ordervaror
2026-08-22,7165501,The Mira Chardonnay,ny,,Ordervaror
2026-08-22,7193401,The Single Tree Chardonnay,ny,,Ordervaror
2026-08-22,7347601,Peter Zemmer Vigna Cruvelli Riserva Südtirol,ny,,Ordervaror
2026-08-22,7053301,Terre Magre Chardonnay,ny,,Ordervaror
2026-08-22,7855601,Bordelaise des Grands Vins La Petit Lune Blanc,ny,,Ordervaror
2026-08-22,7941701,Domaine de Quatre Routes Chardonnay H Poiron et fils,ny,,Ordervaror
2026-08-22,7809201,Barroca White,ny,,Ordervaror
2026-08-22,7659201,Kumeu Village Chardonnay,ny,,Ordervaror
2026-08-22,7474201,Barroca Da Malhada Arinto,ny,,Ordervaror
2026-08-22,7374101,Barroca Da Malhada Arinto Na Anfora,ny,,Ordervaror
2026-08-22,7388101,Pernand Vergelesses Blanc Domaine Denis Père et Fils,ny,,Ordervaror
