Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,AssortmentText,IsNewInAssortment,ProductLaunchDate,Argang,IsCompletelyOutOfStock,IsTemporaryOutOfStock,IsDiscontinued,IsSupplierTemporaryNotAvailable
787301,Castiôn Moscato d'Asti,San Martino di Soave Ernesto,119.0,750 ml,Glasflaska,Sött,Italien,,Fast sortiment,False,2011-04-01,2025,False,False,False,False
2018801,Calissano Monferrato,CA' BIANCA SPA,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Albarossa",Fast sortiment,False,2026-03-02,2024,False,False,False,False
272801,BROT Cava Inicial Semi-Seco,B.R.O.T.,99.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Fast sortiment,False,2026-03-02,,False,False,False,False
7408701,Lynx Petite Sirah Zinfandel,House of Big Wines,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Petite sirah, Zinfandel",Fast sortiment,False,2014-03-01,2024,False,False,False,False
7357001,Casa Marzoni Appassimento,Casa Marzoni,115.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Negroamaro, Primitivo, Malvasía",Fast sortiment,False,2016-03-01,2025,False,False,False,False
7309401,Zins Zinfandel,Fields Wine Co,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Zinfandel,Fast sortiment,False,2020-04-29,2024,False,False,False,False
471101,Lavista Malbec Reserve,Bodegas DiamAndes,79.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,Fast sortiment,False,2026-03-02,2025,False,False,False,False
243501,The Wanted Zin Zinfandel Old Vines,Orion Wines,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,,Fast sortiment,False,2025-09-04,2025,False,False,False,False
746901,Königsmosel Riesling,Ewald Theod Drathen,79.0,750 ml,Glasflaska,Druvigt & Blommigt,Tyskland,Riesling,Fast sortiment,False,1995-03-01,2025,False,False,False,False
458701,Leth Duett Riesling Grüner Veltliner Trocken,Weingut Leth,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,"Riesling, Grüner veltliner",Fast sortiment,False,2009-04-01,2025,False,False,False,False
626601,Ecologica Berlina Organic,Ruppertsberger Weinkeller Hoheburg eG,79.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,"Riesling, Rivaner",Fast sortiment,False,2009-04-01,2025,False,False,False,False
632101,La Désirée Chardonnay,Les Frères Couillaud,115.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2019-09-02,2025,False,False,False,False
207501,Casillero del Diablo Chardonnay,Concha y Toro,89.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Chile,Chardonnay,Fast sortiment,False,1992-03-02,2025,False,False,False,False
7235001,Black Tower Organic White Bubbly,Reh Kendermann,79.0,750 ml,Lättare glasflaska,Lätt & Avrundat,EU,"Airén, Macabeo, Sauvignon blanc, Verdejo",Fast sortiment,False,2014-02-01,2025,False,False,False,False
212001,Sankt Anna Riesling,Weingut Sankt Annaberg,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2009-04-01,2025,False,False,False,False
657101,Grower's Club Malbec,Origin Global Distribution,79.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Sydafrika,Malbec,Fast sortiment,False,2025-12-01,2025,False,False,False,False
259601,Casal Garcia Vinho Verde,Aveleda,78.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Portugal,"Arinto, Loureiro, Trajadura, Azal",Fast sortiment,False,1973-04-01,,False,False,False,False
7038001,Louis Massing Brut,Deregard-Massing,249.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Fast sortiment,False,2017-08-07,,False,False,False,False
257102,Mateus Rosé,Sogrape,55.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Portugal,"Baga, Rufete, Tinta barroca, Touriga franca",Fast sortiment,False,1990-08-01,,False,False,False,False
7487901,P.Lex Pinot Grigio,Icon Wines,109.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Italien,Pinot grigio,Fast sortiment,False,2014-03-01,2024,False,False,False,False
7718501,Pizzolato Vino Spumante Blanc de Blancs Organic,La Cantina Pizzolato,89.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2014-07-01,,False,False,False,False
670701,Contacto Alvarinho,Anselmo Mendes,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Portugal,Alvarinho,Fast sortiment,False,2011-10-01,2025,False,False,False,False
7349801,Casteloro Valpolicella Ripasso Superiore,Fields Wine Company AB,115.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2018-04-18,2023,False,False,False,False
787001,Prosecco Pizzolato Organic,La Cantina Pizzolato,99.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2010-10-01,,False,False,False,False
7710401,Alvaroni Cava Brut Organic,Fields Wine Co,97.0,750 ml,Glasflaska,Torrt vitt,Spanien,,Fast sortiment,False,2019-04-29,,False,False,False,False
742501,Charles de Fère Blanc de Blancs Brut,Charles de Fère,95.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Colombard, Ugni blanc",Fast sortiment,False,2007-04-02,,False,False,False,False
7444702,Casalforte Moscato,Collis Heritage,65.0,375 ml,Lättare glasflaska,Sött,Italien,Moscato,Fast sortiment,False,2024-06-17,,False,False,False,False
7990701,Maison Francoise Chardonnay,Nordic Sea Winery,109.0,1000 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,Fast sortiment,False,2019-11-25,,False,False,False,False
7213901,GW :s Reserva,Scanivinus Lda.,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Portugal,"Aragonez, Cabernet sauvignon, Castelão",Fast sortiment,False,2018-05-29,2024,False,False,False,False
265901,Coto de Imaz Reserva,El Coto de Rioja,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,1995-08-07,2021,False,False,False,False
395801,Château de Seguin,Château de Seguin,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Merlot, Cabernet sauvignon",Fast sortiment,False,1998-09-07,2024,False,False,False,False
7420801,Amarone della Valpolicella Casteloro,Fields Wine Company AB,199.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2019-02-18,2022,False,False,False,False
759801,Moët & Chandon Rosé Impérial,Moët & Chandon,629.0,750 ml,Glasflaska,Rosé,Frankrike,,Fast sortiment,False,2003-05-05,,False,False,False,False
7252601,La Bestia Governo Rosso Toscano,Domaine Wines,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Colorino, Sangiovese",Fast sortiment,False,2014-01-02,2025,False,False,False,False
7373801,King’s Bay Sauvignon Blanc,Icon Wines,135.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,2016-12-20,2025,False,False,False,False
258101,Leth Riesling Selection,Weingut Leth,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Riesling,Fast sortiment,False,2022-09-01,2025,False,False,False,False
5056901,Arc-en-Ciel Rosé,Providential Wines & Spirits AB,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Carignan, Grenache, Merlot",Fast sortiment,False,2021-03-01,2025,False,False,False,False
465301,Lynx Barrel fermented Chardonnay,House of Big Wines,119.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,Chardonnay,Fast sortiment,False,2018-03-01,2024,False,False,False,False
199601,Cecchi Toscana Sangiovese,Cecchi,95.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,Sangiovese,Fast sortiment,False,2025-12-04,2024,False,False,False,False
3222801,Selvarossa Salice Salentino,Cantine Due Palme,99.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Negroamaro, Malvasía",Fast sortiment,False,2003-08-04,2022,False,False,False,False
281415,Camp Sparkling,Maison Idiart,40.0,200 ml,Burk,Torrt vitt,Frankrike,,Fast sortiment,False,2022-12-01,,False,False,False,False
281435,Camp Sparkling,Maison Idiart,40.0,200 ml,Burk,Torrt vitt,Frankrike,,Fast sortiment,False,2026-07-01,,False,False,False,True
7582501,Grandiosa Gran Especial Malbec,Icon Wines,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,Fast sortiment,False,2020-05-25,2025,False,False,False,False
221501,Barefoot White Zinfandel,Barefoot Cellars,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,USA,Zinfandel,Fast sortiment,False,2012-03-26,,False,False,False,False
212901,Dandelion Vineyards Lionheart of the Barossa Shiraz,Dandelion Vineyards,139.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Australien,Shiraz,Fast sortiment,False,2010-10-01,2022,False,False,False,False
7102001,ChateauBriand Bordeaux,Carovin AB,119.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Merlot, Cabernet sauvignon",Fast sortiment,False,2024-04-30,2016,False,False,False,False
778201,Campo Viejo Cava Brut Reserva Organic,Vinarchy,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Fast sortiment,False,2012-02-10,2023,False,False,False,False
256501,Cigarra Reserva Shiraz Tinta Barroca,Casa Santos Lima,79.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Portugal,"Shiraz, Tinta barroca",Fast sortiment,False,2009-04-01,2024,False,False,False,False
2225701,Gustave Lorentz Riesling Réserve,Gustave Lorentz,125.0,750 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Riesling,Fast sortiment,False,2003-06-02,2025,False,False,False,False
1224401,Marie d’ Alsace Biecher Organic Réserve,Jean Biecher,99.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Frankrike,"Pinot blanc, Gewürztraminer",Fast sortiment,False,1998-03-02,2024,False,False,False,False
8253401,Bouchard Aîné & Fils Chardonnay,Bouchard Aîné et Fils,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2006-11-01,2025,False,False,False,False
7352201,Weinmann Grüner Veltliner Klassik,ViniMundi,109.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,Fast sortiment,False,2019-06-24,2025,False,False,False,False
749602,Jacob's Creek Organic Chardonnay,Vinarchy,59.0,375 ml,Glasflaska,Friskt & Fruktigt,Australien,Chardonnay,Fast sortiment,False,1999-12-01,2024,False,False,False,False
280101,Ruppertsberger Imperial Cuvée Organic,Ruppertsberger Weinkeller Hoheburg eG,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,"Pinot blanc, Riesling, Chardonnay, Scheurebe, Pinot gris",Fast sortiment,False,2017-06-01,2025,False,False,False,False
604501,Black Tower Fruity White,Reh Kendermann,75.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,Rivaner,Fast sortiment,False,1996-04-01,2025,False,False,False,False
203201,Simonsig Chardonnay,Simonsig Estate,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Sydafrika,Chardonnay,Fast sortiment,False,2000-09-04,2025,False,False,False,False
268601,Sangre de Toro Reserva Organic,Miguel Torres,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Cariñena, Garnacha, Syrah",Fast sortiment,False,1990-10-01,2021,False,False,False,False
7024801,Leif Mannerström Sauvignon Blanc,Urban Wines,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2019-04-23,2025,False,False,False,False
260301,Segredos de São Miguel Organic,Casa Relvas,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Aragonez, Alicante bouschet, Syrah",Fast sortiment,False,2020-03-02,2024,False,False,False,False
2003635,Eòlic Brut Nature,Molí Parellada,39.0,200 ml,Burk,Torrt vitt,Spanien,"Macabeo, Xarel-lo",Fast sortiment,False,2025-12-01,,False,False,False,False
3245202,Raccolto Nero d'Avola Cabernet Sauvignon Organic,Nordic Sea Winery,64.0,375 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Nero d'avola, Cabernet sauvignon",Fast sortiment,False,2007-10-01,2025,False,False,False,False
772501,Clotilde Davenne Brut Extra Crémant de Bourgogne,Clotilde Davenne,175.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay",Fast sortiment,False,2013-12-02,,False,False,False,False
712601,Bianchi Montepulciano d'Abruzzo Umani Ronchi,Umani Ronchi,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Montepulciano, Cabernet sauvignon",Fast sortiment,False,1995-02-06,2024,False,False,False,False
642701,Stoneleigh Chardonnay,Vinarchy,125.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Nya Zeeland,Chardonnay,Fast sortiment,False,2001-04-02,2025,False,False,False,False
286601,Foot of Africa Coastal blend,Kleine Zalze,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,"Chardonnay, Chenin blanc, Sauvignon blanc",Fast sortiment,False,2026-03-02,2025,False,False,False,False
277201,Leva Riesling Müller-Thurgau Organic,Weinkontor Westhofen,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,"Müller-thurgau, Riesling",Fast sortiment,False,2016-06-01,2025,False,False,False,False
7239901,Enzo Bartoli Barolo,MGM S.r.l.,239.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,Fast sortiment,False,2017-11-13,2021,False,False,False,False
558801,Petit Chablis Domaine Sainte Claire J M Brocard,J M Brocard,170.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,1998-05-04,2025,False,False,False,False
5239101,Pinot Noir Cuvée Celeste,Fields Wine Company AB,95.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,Fast sortiment,False,2021-09-27,2025,False,False,False,False
7104601,Le Chef Rouge,Giertz Vinimport,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Cinsault, Grenache, Syrah, Marselan",Fast sortiment,False,2019-01-21,2024,False,False,False,False
670234,Lubanzi Sparkling Cinsault Rosé,Lubanzi Wines,39.0,200 ml,Burk,Rosé,Sydafrika,Cinsault,Fast sortiment,False,2026-03-01,,False,False,False,False
7475601,Amicale,Cantine di Ora,99.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina, Molinara, Rondinella",Fast sortiment,False,2012-07-02,2021,False,False,False,False
756401,Gato Negro Cabernet Sauvignon,Viña San Pedro,69.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,Fast sortiment,False,1995-06-06,2025,False,False,False,False
778101,Louis Bouillot Crémant de Bourgogne Rosé Brut,Louis Bouillot,159.0,750 ml,Glasflaska,Rosé,Frankrike,"Pinot noir, Gamay, Chardonnay",Fast sortiment,False,2009-12-28,,False,False,False,False
7356601,Gilloria Spumante Brut,Nelex Beverage AB,79.0,750 ml,Glasflaska,Torrt vitt,Italien,,Fast sortiment,False,2017-03-01,,False,False,False,False
679201,Campolieti Ripasso,Luigi Righetti,129.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,1994-08-08,2023,False,False,False,False
232601,Epicuro Zinfandel,Femar Vini,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Zinfandel,Fast sortiment,False,2013-01-16,2024,False,False,False,False
5026001,Hola MZ Cava by Måns Zelmerlöw,Barcelona Brands S.L,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Fast sortiment,False,2021-02-10,,False,False,False,False
7572201,Barbera d'Alba Busije,Giacosa Fratelli,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Barbera,Fast sortiment,False,2016-08-06,2024,False,False,False,False
7928001,Bread & Butter Chardonnay,Bread & Butter Wines,169.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,Chardonnay,Fast sortiment,False,2020-11-23,2024,False,False,False,False
754901,Pol Roger Brut Réserve,Pol Roger,589.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Fast sortiment,False,1993-04-26,,False,False,False,False
721801,Dr L Riesling,Dr Loosen,115.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2006-10-02,2025,False,False,False,False
7558601,Catch & Release Sauvignon Blanc,Les Domaines Auriol,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2016-01-02,2025,False,False,False,False
789102,Beaumont de Crayères Grande Réserve Brut,Beaumont des Crayères,201.0,375 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot meunier, Chardonnay, Pinot noir",Fast sortiment,False,2016-09-01,,False,False,False,False
5962001,Hola MZ Rosé by Måns Zelmerlöw,Barcelona Brands S.L,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Spanien,"Tempranillo, Garnacha, Syrah",Fast sortiment,False,2023-02-01,2024,False,False,False,False
207504,Casillero del Diablo Chardonnay,Concha y Toro,39.0,250 ml,Lättare glasflaska,Fylligt & Smakrikt,Chile,Chardonnay,Fast sortiment,False,1999-10-04,2025,False,False,False,False
754735,Bubbelburk Brut,Quarisa Wines,70.0,375 ml,Burk,Torrt vitt,Australien,Glera,Fast sortiment,False,2026-07-01,2025,False,False,False,False
631102,Stoneleigh Sauvignon Blanc,Vinarchy,79.0,375 ml,Glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,2015-03-02,2025,False,False,False,False
7684501,Fortellino Ripasso Superiore,The Company of Urban wines And Other Liquids Sweden AB,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2020-08-24,2022,False,False,False,False
5248201,Massetti Chianti,Fields Wine Company AB,109.0,1000 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2021-09-28,2024,False,False,False,False
563701,Chablis Le Beaunois Labouré-Roi,Labouré-Roi,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,1990-02-01,2024,False,False,False,False
742504,Charles de Fère Blanc de Blancs Brut,Charles de Fère,47.0,200 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Colombard, Ugni blanc",Fast sortiment,False,2008-04-01,,False,False,False,False
207701,Copertino Riserva,Cantina Sociale Copertino,105.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Negroamaro,Fast sortiment,False,1992-06-01,2017,False,False,False,False
352801,Three Finger Jack Cabernet Sauvignon,3 Finger Jack Cellars,159.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Cabernet sauvignon, Malbec, Merlot, Petite sirah",Fast sortiment,False,2019-09-02,2022,False,False,False,False
790401,Privat Brut Nature Reserva,Celler Privat,139.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Chardonnay, Macabeo, Parellada, Pansa blanca",Fast sortiment,False,2014-03-01,2023,False,False,False,False
204301,Lat 42 Reserva,La Rioja Alta,129.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2020-09-01,2020,False,False,False,False
768601,André Clouet Grande Réserve,André Clouet,369.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Pinot noir,Fast sortiment,False,1998-09-07,,False,False,False,False
7278201,Piemonte Barbera,San Silvestro,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Barbera,Fast sortiment,False,2016-01-02,2024,False,False,False,False
1241901,Casal di Serra Classico Superiore Umani Ronchi,Umani Ronchi,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Verdicchio,Fast sortiment,False,1996-08-05,2025,False,False,False,False
789101,Beaumont des Crayères Grande Réserve Brut,Beaumont des Crayères,299.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot meunier, Chardonnay, Pinot noir",Fast sortiment,False,2012-10-01,,False,False,False,False
5978601,Cuvée Celeste Blanc de Blancs Brut,Fields Wine Company AB,79.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,Fast sortiment,False,2023-03-01,,False,False,False,False
2225702,Gustave Lorentz Riesling Réserve,Gustave Lorentz,69.0,375 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Riesling,Fast sortiment,False,2007-10-01,2025,False,False,False,False
7679001,Maggio,Iconic Wines,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Barbera, Bonarda, Cabernet sauvignon, Dolcetto, Freisa",Fast sortiment,False,2018-01-10,2023,False,False,False,False
415302,Château du Levant,Château Liots,150.0,375 ml,Glasflaska,Sött,Frankrike,,Fast sortiment,False,2005-04-01,2023,False,False,False,False
1236602,Capitel de'Roari Amarone,Luigi Righetti,119.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2005-10-01,2023,False,False,False,False
7693401,Hans Baer Riesling Trocken,Weinkellerei Hechtsheim,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,Fast sortiment,False,2020-11-24,2025,False,False,False,False
5558001,Butter Chardonnay,Oenoforos AB,109.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,,Fast sortiment,False,2023-04-19,,False,False,False,False
751802,Moët & Chandon Brut Impérial,Moët & Chandon,309.0,375 ml,Glasflaska,Torrt vitt,Frankrike,,Fast sortiment,False,1955-10-01,,False,False,False,False
